product,timestamp,bid_prices,bid_volumes,ask_prices,ask_volumes,best_bid,best_bid_volume,best_ask,best_ask_volume,total_ask_volume,total_bid_volume,total_volume,mid_price,weighted_mid_price,max_sell_position,max_buy_position,current_position,observation_plain_value,observation_bidPrice,observation_askPrice,observation_transportFees,observation_exportTariff,observation_importTariff,observation_sugarPrice,observation_sunlightIndex,fair_price,mid_price_sma_5,mid_price_sma_10,mid_price_sma_20,mid_price_sma_40,sma5x20_signal,sma10x40_signal
RAINFOREST_RESIN,62700.0,"[9998.0, 9995.0, nan, nan]","[3.0, 25.0, nan, nan]","[10005.0, nan, nan, nan]","[-25.0, nan, nan, nan]",9998.0,3.0,10005.0,-25.0,-25.0,28.0,53.0,10001.5,9999.88679245283,-50.0,50.0,37.0,,,,,,,,,10000.125,10000.5,10000.1,10000.125,10000.2375,1,-1
SQUID_INK,62700.0,"[1834.0, nan, nan, nan]","[25.0, nan, nan, nan]","[1837.0, nan, nan, nan]","[-25.0, nan, nan, nan]",1834.0,25.0,1837.0,-25.0,-25.0,25.0,50.0,1835.5,1835.5,-50.0,50.0,50.0,,,,,,,,,1841.25,1837.6,1839.5,1841.25,1841.9,-1,-1
KELP,62800.0,"[2033.0, nan, nan, nan]","[22.0, nan, nan, nan]","[2037.0, nan, nan, nan]","[-22.0, nan, nan, nan]",2033.0,22.0,2037.0,-22.0,-22.0,22.0,44.0,2035.0,2035.0,-50.0,50.0,28.0,,,,,,,,,2035.45,2035.3,2035.2,2035.45,2035.525,-1,-1
RAINFOREST_RESIN,62800.0,"[9995.0, nan, nan, nan]","[22.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-22.0, nan, nan, nan]",9995.0,22.0,10005.0,-22.0,-22.0,22.0,44.0,10000.0,10000.0,-50.0,50.0,37.0,,,,,,,,,10000.125,10000.5,10000.1,10000.125,10000.2375,1,-1
SQUID_INK,62800.0,"[1834.0, nan, nan, nan]","[22.0, nan, nan, nan]","[1837.0, nan, nan, nan]","[-22.0, nan, nan, nan]",1834.0,22.0,1837.0,-22.0,-22.0,22.0,44.0,1835.5,1835.5,-50.0,50.0,50.0,,,,,,,,,1840.9,1836.8,1838.9,1840.9,1841.8375,-1,-1
KELP,62900.0,"[2033.0, nan, nan, nan]","[22.0, nan, nan, nan]","[2037.0, nan, nan, nan]","[-22.0, nan, nan, nan]",2033.0,22.0,2037.0,-22.0,-22.0,22.0,44.0,2035.0,2035.0,-50.0,50.0,28.0,,,,,,,,,2035.375,2035.2,2035.2,2035.375,2035.4875,-1,-1
RAINFOREST_RESIN,62900.0,"[10002.0, 9998.0, 9996.0, 9995.0]","[11.0, 3.0, 2.0, 20.0]","[10004.0, 10005.0, nan, nan]","[-2.0, -20.0, nan, nan]",10002.0,11.0,10004.0,-2.0,-22.0,36.0,58.0,10003.0,10000.275862068966,-50.0,50.0,37.0,,,,,,,,,10000.2,10001.1,10000.55,10000.2,10000.3125,1,1
SQUID_INK,62900.0,"[1834.0, nan, nan, nan]","[22.0, nan, nan, nan]","[1837.0, nan, nan, nan]","[-22.0, nan, nan, nan]",1834.0,22.0,1837.0,-22.0,-22.0,22.0,44.0,1835.5,1835.5,-50.0,50.0,50.0,,,,,,,,,1840.5,1836.1,1838.3,1840.5,1841.6875,-1,-1
KELP,63000.0,"[2033.0, nan, nan, nan]","[30.0, nan, nan, nan]","[2037.0, nan, nan, nan]","[-30.0, nan, nan, nan]",2033.0,30.0,2037.0,-30.0,-30.0,30.0,60.0,2035.0,2035.0,-50.0,50.0,28.0,,,,,,,,,2035.35,2035.1,2035.2,2035.35,2035.475,-1,-1
RAINFOREST_RESIN,63000.0,"[9995.0, nan, nan, nan]","[30.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-30.0, nan, nan, nan]",9995.0,30.0,10005.0,-30.0,-30.0,30.0,60.0,10000.0,10000.0,-50.0,50.0,26.0,,,,,,,,,10000.35,10001.1,10000.55,10000.35,10000.3125,1,1
SQUID_INK,63000.0,"[1834.0, nan, nan, nan]","[30.0, nan, nan, nan]","[1838.0, nan, nan, nan]","[-30.0, nan, nan, nan]",1834.0,30.0,1838.0,-30.0,-30.0,30.0,60.0,1836.0,1836.0,-50.0,50.0,50.0,,,,,,,,,1840.175,1835.8,1837.75,1840.175,1841.575,-1,-1
KELP,63100.0,"[2034.0, nan, nan, nan]","[30.0, nan, nan, nan]","[2037.0, nan, nan, nan]","[-30.0, nan, nan, nan]",2034.0,30.0,2037.0,-30.0,-30.0,30.0,60.0,2035.5,2035.5,-50.0,50.0,28.0,,,,,,,,,2035.35,2035.1,2035.2,2035.35,2035.475,-1,-1
RAINFOREST_RESIN,63100.0,"[9995.0, nan, nan, nan]","[30.0, nan, nan, nan]","[9998.0, 10005.0, nan, nan]","[-1.0, -30.0, nan, nan]",9995.0,30.0,9998.0,-1.0,-31.0,30.0,61.0,9996.5,9999.967213114754,-50.0,50.0,26.0,,,,,,,,,10000.175,10000.2,10000.3,10000.175,10000.2,1,1
SQUID_INK,63100.0,"[1835.0, nan, nan, nan]","[30.0, nan, nan, nan]","[1838.0, nan, nan, nan]","[-30.0, nan, nan, nan]",1835.0,30.0,1838.0,-30.0,-30.0,30.0,60.0,1836.5,1836.5,-50.0,50.0,50.0,,,,,,,,,1839.875,1835.8,1837.25,1839.875,1841.45,-1,-1
KELP,63200.0,"[2034.0, 2033.0, nan, nan]","[1.0, 24.0, nan, nan]","[2037.0, nan, nan, nan]","[-25.0, nan, nan, nan]",2034.0,1.0,2037.0,-25.0,-25.0,25.0,50.0,2035.5,2035.02,-50.0,50.0,28.0,,,,,,,,,2035.35,2035.2,2035.25,2035.35,2035.45,-1,-1
RAINFOREST_RESIN,63200.0,"[9996.0, 9995.0, nan, nan]","[1.0, 24.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -24.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-25.0,25.0,50.0,10000.0,10000.0,-50.0,50.0,27.0,,,,,,,,,10000.1,9999.9,10000.2,10000.1,10000.125,-1,1
SQUID_INK,63200.0,"[1837.0, nan, nan, nan]","[25.0, nan, nan, nan]","[1840.0, nan, nan, nan]","[-25.0, nan, nan, nan]",1837.0,25.0,1840.0,-25.0,-25.0,25.0,50.0,1838.5,1838.5,-50.0,50.0,50.0,,,,,,,,,1839.675,1836.4,1837.0,1839.675,1841.35,-1,-1
KELP,63300.0,"[2036.0, 2033.0, nan, nan]","[1.0, 30.0, nan, nan]","[2037.0, nan, nan, nan]","[-30.0, nan, nan, nan]",2036.0,1.0,2037.0,-30.0,-30.0,31.0,61.0,2036.5,2035.016393442623,-50.0,50.0,28.0,,,,,,,,,2035.4,2035.5,2035.4,2035.4,2035.475,1,-1
RAINFOREST_RESIN,63300.0,"[10002.0, 9995.0, nan, nan]","[4.0, 30.0, nan, nan]","[10005.0, nan, nan, nan]","[-30.0, nan, nan, nan]",10002.0,4.0,10005.0,-30.0,-30.0,34.0,64.0,10003.5,10000.125,-50.0,50.0,27.0,,,,,,,,,10000.275,10000.6,10000.55,10000.275,10000.175,1,1
SQUID_INK,63300.0,"[1837.0, 1835.0, nan, nan]","[1.0, 30.0, nan, nan]","[1838.0, nan, nan, nan]","[-30.0, nan, nan, nan]",1837.0,1.0,1838.0,-30.0,-30.0,31.0,61.0,1837.5,1836.5081967213116,-50.0,50.0,50.0,,,,,,,,,1839.425,1836.8,1836.8,1839.425,1841.225,-1,-1
KELP,63400.0,"[2034.0, 2033.0, nan, nan]","[2.0, 22.0, nan, nan]","[2037.0, nan, nan, nan]","[-24.0, nan, nan, nan]",2034.0,2.0,2037.0,-24.0,-24.0,24.0,48.0,2035.5,2035.0416666666667,-50.0,50.0,27.0,,,,,,,,,2035.4,2035.6,2035.4,2035.4,2035.4875,1,-1
RAINFOREST_RESIN,63400.0,"[9996.0, 9995.0, nan, nan]","[2.0, 22.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -22.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-24.0,24.0,48.0,10000.0,10000.0,-50.0,50.0,23.0,,,,,,,,,10000.275,10000.0,10000.55,10000.275,10000.0875,-1,1
SQUID_INK,63400.0,"[1834.0, nan, nan, nan]","[24.0, nan, nan, nan]","[1837.0, nan, nan, nan]","[-24.0, nan, nan, nan]",1834.0,24.0,1837.0,-24.0,-24.0,24.0,48.0,1835.5,1835.5,-50.0,50.0,50.0,,,,,,,,,1839.075,1836.8,1836.45,1839.075,1841.025,-1,-1
KELP,63500.0,"[2034.0, 2033.0, nan, nan]","[3.0, 28.0, nan, nan]","[2037.0, nan, nan, nan]","[-28.0, nan, nan, nan]",2034.0,3.0,2037.0,-28.0,-28.0,31.0,59.0,2035.5,2034.949152542373,-50.0,50.0,27.0,,,,,,,,,2035.35,2035.7,2035.4,2035.35,2035.4875,1,-1
RAINFOREST_RESIN,63500.0,"[9995.0, nan, nan, nan]","[28.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-28.0, nan, nan, nan]",9995.0,28.0,10005.0,-28.0,-28.0,28.0,56.0,10000.0,10000.0,-50.0,50.0,23.0,,,,,,,,,10000.2,10000.0,10000.55,10000.2,10000.0875,-1,1
SQUID_INK,63500.0,"[1837.0, 1836.0, nan, nan]","[3.0, 28.0, nan, nan]","[1839.0, nan, nan, nan]","[-28.0, nan, nan, nan]",1837.0,3.0,1839.0,-28.0,-28.0,31.0,59.0,1838.0,1837.4745762711864,-50.0,50.0,50.0,,,,,,,,,1838.75,1837.2,1836.5,1838.75,1840.9125,-1,-1
KELP,63600.0,"[2036.0, 2033.0, nan, nan]","[1.0, 22.0, nan, nan]","[2037.0, nan, nan, nan]","[-22.0, nan, nan, nan]",2036.0,1.0,2037.0,-22.0,-22.0,23.0,45.0,2036.5,2035.022222222222,-50.0,50.0,27.0,,,,,,,,,2035.4,2035.9,2035.5,2035.4,2035.5125,1,-1
RAINFOREST_RESIN,63600.0,"[9995.0, nan, nan, nan]","[22.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-22.0, nan, nan, nan]",9995.0,22.0,10005.0,-22.0,-22.0,22.0,44.0,10000.0,10000.0,-50.0,50.0,23.0,,,,,,,,,10000.2,10000.7,10000.45,10000.2,10000.0125,1,1
SQUID_INK,63600.0,"[1838.0, 1836.0, nan, nan]","[1.0, 22.0, nan, nan]","[1839.0, nan, nan, nan]","[-22.0, nan, nan, nan]",1838.0,1.0,1839.0,-22.0,-22.0,23.0,45.0,1838.5,1837.5111111111112,-50.0,50.0,50.0,,,,,,,,,1838.4,1837.6,1836.7,1838.4,1840.8125,-1,-1
KELP,63700.0,"[2033.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2035.0, 2037.0, nan, nan]","[-12.0, -21.0, nan, nan]",2033.0,21.0,2035.0,-12.0,-33.0,21.0,54.0,2034.0,2035.0,-50.0,50.0,26.0,,,,,,,,,2035.325,2035.6,2035.4,2035.325,2035.45,1,-1
RAINFOREST_RESIN,63700.0,"[9995.0, nan, nan, nan]","[21.0, nan, nan, nan]","[10000.0, 10002.0, 10005.0, nan]","[-5.0, -7.0, -21.0, nan]",9995.0,21.0,10000.0,-5.0,-33.0,21.0,54.0,9997.5,10000.25925925926,-50.0,50.0,23.0,,,,,,,,,10000.075,10000.2,10000.05,10000.075,9999.95,1,1
SQUID_INK,63700.0,"[1835.0, nan, nan, nan]","[21.0, nan, nan, nan]","[1836.0, 1837.0, 1838.0, nan]","[-5.0, -7.0, -21.0, nan]",1835.0,21.0,1836.0,-5.0,-33.0,21.0,54.0,1835.5,1836.5185185185185,-50.0,50.0,50.0,,,,,,,,,1838.1,1837.0,1836.7,1838.1,1840.5875,-1,-1
KELP,63800.0,"[2034.0, 2033.0, nan, nan]","[1.0, 27.0, nan, nan]","[2037.0, nan, nan, nan]","[-28.0, nan, nan, nan]",2034.0,1.0,2037.0,-28.0,-28.0,28.0,56.0,2035.5,2035.017857142857,-50.0,50.0,38.0,,,,,,,,,2035.325,2035.4,2035.45,2035.325,2035.45,1,0
RAINFOREST_RESIN,63800.0,"[9996.0, 9995.0, nan, nan]","[1.0, 27.0, nan, nan]","[9998.0, 10004.0, 10005.0, nan]","[-1.0, -1.0, -27.0, nan]",9996.0,1.0,9998.0,-1.0,-29.0,28.0,57.0,9997.0,9999.964912280702,-50.0,50.0,28.0,,,,,,,,,9999.925,9998.9,9999.75,9999.925,9999.85,-1,-1
SQUID_INK,63800.0,"[1834.0, nan, nan, nan]","[28.0, nan, nan, nan]","[1837.0, nan, nan, nan]","[-28.0, nan, nan, nan]",1834.0,28.0,1837.0,-28.0,-28.0,28.0,56.0,1835.5,1835.5,-50.0,50.0,50.0,,,,,,,,,1837.8,1836.6,1836.7,1837.8,1840.3625,-1,-1
KELP,63900.0,"[2033.0, nan, nan, nan]","[22.0, nan, nan, nan]","[2035.0, 2037.0, nan, nan]","[-2.0, -22.0, nan, nan]",2033.0,22.0,2035.0,-2.0,-24.0,22.0,46.0,2034.0,2035.0,-50.0,50.0,38.0,,,,,,,,,2035.275,2035.1,2035.35,2035.275,2035.425,-1,-1
RAINFOREST_RESIN,63900.0,"[9995.0, nan, nan, nan]","[22.0, nan, nan, nan]","[10000.0, 10005.0, nan, nan]","[-2.0, -22.0, nan, nan]",9995.0,22.0,10000.0,-2.0,-24.0,22.0,46.0,9997.5,10000.0,-50.0,50.0,29.0,,,,,,,,,9999.875,9998.4,9999.2,9999.875,9999.7875,-1,-1
SQUID_INK,63900.0,"[1833.0, nan, nan, nan]","[22.0, nan, nan, nan]","[1834.0, 1836.0, nan, nan]","[-2.0, -22.0, nan, nan]",1833.0,22.0,1834.0,-2.0,-24.0,22.0,46.0,1833.5,1834.4782608695648,-50.0,50.0,50.0,,,,,,,,,1837.4,1836.2,1836.5,1837.4,1840.05,-1,-1
KELP,64000.0,"[2034.0, 2033.0, nan, nan]","[2.0, 30.0, nan, nan]","[2037.0, nan, nan, nan]","[-30.0, nan, nan, nan]",2034.0,2.0,2037.0,-30.0,-30.0,32.0,62.0,2035.5,2034.967741935484,-50.0,50.0,40.0,,,,,,,,,2035.3,2035.1,2035.4,2035.3,2035.425,-1,-1
RAINFOREST_RESIN,64000.0,"[9995.0, nan, nan, nan]","[30.0, nan, nan, nan]","[9998.0, 10002.0, 10005.0, nan]","[-11.0, -10.0, -30.0, nan]",9995.0,30.0,9998.0,-11.0,-51.0,30.0,81.0,9996.5,9999.975308641977,-50.0,50.0,29.0,,,,,,,,,9999.7,9997.7,9998.85,9999.7,9999.775,-1,-1
SQUID_INK,64000.0,"[1831.0, nan, nan, nan]","[32.0, nan, nan, nan]","[1834.0, nan, nan, nan]","[-30.0, nan, nan, nan]",1831.0,32.0,1834.0,-30.0,-30.0,32.0,62.0,1832.5,1832.4516129032256,-50.0,50.0,50.0,,,,,,,,,1836.95,1835.1,1836.15,1836.95,1839.775,-1,-1
KELP,64100.0,"[2034.0, 2033.0, nan, nan]","[2.0, 26.0, nan, nan]","[2035.0, 2037.0, nan, nan]","[-4.0, -28.0, nan, nan]",2034.0,2.0,2035.0,-4.0,-32.0,28.0,60.0,2034.5,2035.0333333333333,-50.0,50.0,40.0,,,,,,,,,2035.25,2034.7,2035.3,2035.25,2035.4,-1,-1
RAINFOREST_RESIN,64100.0,"[9996.0, 9995.0, nan, nan]","[2.0, 26.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-4.0, -2.0, -26.0, nan]",9996.0,2.0,10002.0,-4.0,-32.0,28.0,60.0,9999.0,10000.133333333331,-50.0,50.0,40.0,,,,,,,,,9999.7,9997.5,9999.1,9999.7,9999.75,-1,-1
SQUID_INK,64100.0,"[1834.0, 1833.0, nan, nan]","[2.0, 26.0, nan, nan]","[1835.0, 1837.0, nan, nan]","[-4.0, -28.0, nan, nan]",1834.0,2.0,1835.0,-4.0,-32.0,28.0,60.0,1834.5,1835.0333333333333,-50.0,50.0,50.0,,,,,,,,,1836.6,1834.3,1835.95,1836.6,1839.475,-1,-1
KELP,64200.0,"[2033.0, nan, nan, nan]","[27.0, nan, nan, nan]","[2037.0, nan, nan, nan]","[-27.0, nan, nan, nan]",2033.0,27.0,2037.0,-27.0,-27.0,27.0,54.0,2035.0,2035.0,-50.0,50.0,44.0,,,,,,,,,2035.25,2034.9,2035.25,2035.25,2035.3875,-1,-1
RAINFOREST_RESIN,64200.0,"[9996.0, 9995.0, nan, nan]","[2.0, 25.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -25.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-27.0,27.0,54.0,10000.0,10000.0,-50.0,50.0,40.0,,,,,,,,,9999.65,9998.0,9999.1,9999.65,9999.75,-1,-1
SQUID_INK,64200.0,"[1833.0, nan, nan, nan]","[27.0, nan, nan, nan]","[1836.0, nan, nan, nan]","[-27.0, nan, nan, nan]",1833.0,27.0,1836.0,-27.0,-27.0,27.0,54.0,1834.5,1834.5,-50.0,50.0,50.0,,,,,,,,,1836.275,1834.1,1835.55,1836.275,1839.25,-1,-1
KELP,64300.0,"[2034.0, 2033.0, nan, nan]","[2.0, 22.0, nan, nan]","[2037.0, nan, nan, nan]","[-22.0, nan, nan, nan]",2034.0,2.0,2037.0,-22.0,-22.0,24.0,46.0,2035.5,2034.9565217391305,-50.0,50.0,44.0,,,,,,,,,2035.275,2034.9,2035.15,2035.275,2035.3875,-1,-1
RAINFOREST_RESIN,64300.0,"[9998.0, 9996.0, 9995.0, nan]","[4.0, 2.0, 20.0, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -20.0, nan, nan]",9998.0,4.0,10004.0,-2.0,-22.0,26.0,48.0,10001.0,9999.833333333334,-50.0,50.0,40.0,,,,,,,,,9999.7,9998.8,9998.85,9999.7,9999.75,-1,-1
SQUID_INK,64300.0,"[1834.0, 1833.0, nan, nan]","[2.0, 22.0, nan, nan]","[1836.0, nan, nan, nan]","[-22.0, nan, nan, nan]",1834.0,2.0,1836.0,-22.0,-22.0,24.0,46.0,1835.0,1834.4782608695648,-50.0,50.0,50.0,,,,,,,,,1836.05,1834.0,1835.3,1836.05,1839.1125,-1,-1
KELP,64400.0,"[2034.0, 2033.0, nan, nan]","[4.0, 29.0, nan, nan]","[2037.0, nan, nan, nan]","[-29.0, nan, nan, nan]",2034.0,4.0,2037.0,-29.0,-29.0,33.0,62.0,2035.5,2034.935483870968,-50.0,50.0,44.0,,,,,,,,,2035.275,2035.2,2035.15,2035.275,2035.3875,-1,-1
RAINFOREST_RESIN,64400.0,"[9996.0, 9995.0, nan, nan]","[2.0, 27.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -27.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-29.0,29.0,58.0,10000.0,10000.0,-50.0,50.0,40.0,,,,,,,,,9999.7,9999.3,9998.85,9999.7,9999.825,-1,-1
SQUID_INK,64400.0,"[1835.0, nan, nan, nan]","[33.0, nan, nan, nan]","[1838.0, nan, nan, nan]","[-29.0, nan, nan, nan]",1835.0,33.0,1838.0,-29.0,-29.0,33.0,62.0,1836.5,1836.403225806452,-50.0,50.0,50.0,,,,,,,,,1835.925,1834.6,1835.4,1835.925,1839.0125,-1,-1
KELP,64500.0,"[2034.0, 2033.0, nan, nan]","[7.0, 22.0, nan, nan]","[2037.0, nan, nan, nan]","[-22.0, nan, nan, nan]",2034.0,7.0,2037.0,-22.0,-22.0,29.0,51.0,2035.5,2034.862745098039,-50.0,50.0,44.0,,,,,,,,,2035.275,2035.2,2035.15,2035.275,2035.425,-1,-1
RAINFOREST_RESIN,64500.0,"[9996.0, 9995.0, nan, nan]","[2.0, 20.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -20.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-22.0,22.0,44.0,10000.0,10000.0,-50.0,50.0,40.0,,,,,,,,,9999.7,10000.0,9998.85,9999.7,9999.8875,1,-1
SQUID_INK,64500.0,"[1836.0, nan, nan, nan]","[29.0, nan, nan, nan]","[1839.0, nan, nan, nan]","[-22.0, nan, nan, nan]",1836.0,29.0,1839.0,-22.0,-22.0,29.0,51.0,1837.5,1837.2941176470588,-50.0,50.0,50.0,,,,,,,,,1835.925,1835.6,1835.35,1835.925,1838.8875,-1,-1
KELP,64600.0,"[2033.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2037.0, nan, nan, nan]","[-29.0, nan, nan, nan]",2033.0,29.0,2037.0,-29.0,-29.0,29.0,58.0,2035.0,2035.0,-50.0,50.0,44.0,,,,,,,,,2035.25,2035.3,2035.0,2035.25,2035.425,1,-1
RAINFOREST_RESIN,64600.0,"[9996.0, 9995.0, nan, nan]","[2.0, 27.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -27.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-29.0,29.0,58.0,10000.0,10000.0,-50.0,50.0,40.0,,,,,,,,,9999.65,10000.2,9998.85,9999.65,9999.8875,1,-1
SQUID_INK,64600.0,"[1836.0, nan, nan, nan]","[29.0, nan, nan, nan]","[1839.0, nan, nan, nan]","[-29.0, nan, nan, nan]",1836.0,29.0,1839.0,-29.0,-29.0,29.0,58.0,1837.5,1837.5,-50.0,50.0,21.0,,,,,,,,,1835.975,1836.2,1835.25,1835.975,1838.7875,1,-1
KELP,64700.0,"[2033.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2037.0, nan, nan, nan]","[-29.0, nan, nan, nan]",2033.0,29.0,2037.0,-29.0,-29.0,29.0,58.0,2035.0,2035.0,-50.0,50.0,44.0,,,,,,,,,2035.25,2035.3,2035.1,2035.25,2035.3875,1,-1
RAINFOREST_RESIN,64700.0,"[10002.0, 9996.0, 9995.0, nan]","[1.0, 1.0, 28.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -28.0, nan, nan]",10002.0,1.0,10004.0,-1.0,-29.0,30.0,59.0,10003.0,10000.033898305084,-50.0,50.0,40.0,,,,,,,,,9999.725,10000.8,9999.4,9999.725,9999.925,1,-1
SQUID_INK,64700.0,"[1839.0, nan, nan, nan]","[29.0, nan, nan, nan]","[1842.0, nan, nan, nan]","[-29.0, nan, nan, nan]",1839.0,29.0,1842.0,-29.0,-29.0,29.0,58.0,1840.5,1840.5,-50.0,50.0,-8.0,,,,,,,,,1836.225,1837.4,1835.75,1836.225,1838.7375,1,-1
KELP,64800.0,"[2033.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2034.0, 2037.0, nan, nan]","[-1.0, -21.0, nan, nan]",2033.0,21.0,2034.0,-1.0,-22.0,21.0,43.0,2033.5,2034.9767441860463,-50.0,50.0,44.0,,,,,,,,,2035.175,2034.9,2034.9,2035.175,2035.3125,-1,-1
RAINFOREST_RESIN,64800.0,"[9996.0, 9995.0, nan, nan]","[1.0, 20.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -20.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-21.0,21.0,42.0,10000.0,10000.0,-50.0,50.0,39.0,,,,,,,,,9999.725,10000.6,9999.7,9999.725,9999.925,1,-1
SQUID_INK,64800.0,"[1838.0, nan, nan, nan]","[20.0, nan, nan, nan]","[1841.0, nan, nan, nan]","[-21.0, nan, nan, nan]",1838.0,20.0,1841.0,-21.0,-21.0,20.0,41.0,1839.5,1839.5365853658536,-50.0,50.0,-37.0,,,,,,,,,1836.425,1838.3,1836.15,1836.425,1838.6625,1,-1
KELP,64900.0,"[2034.0, 2033.0, nan, nan]","[2.0, 30.0, nan, nan]","[2037.0, nan, nan, nan]","[-32.0, nan, nan, nan]",2034.0,2.0,2037.0,-32.0,-32.0,32.0,64.0,2035.5,2035.03125,-50.0,50.0,45.0,,,,,,,,,2035.2,2034.9,2035.05,2035.2,2035.2875,-1,-1
RAINFOREST_RESIN,64900.0,"[9996.0, 9995.0, nan, nan]","[2.0, 30.0, nan, nan]","[9998.0, 10002.0, 10004.0, 10005.0]","[-4.0, -10.0, -2.0, -30.0]",9996.0,2.0,9998.0,-4.0,-46.0,32.0,78.0,9997.0,10000.153846153846,-50.0,50.0,39.0,,,,,,,,,9999.425,10000.0,9999.65,9999.425,9999.8125,1,-1
SQUID_INK,64900.0,"[1838.0, nan, nan, nan]","[32.0, nan, nan, nan]","[1841.0, nan, nan, nan]","[-32.0, nan, nan, nan]",1838.0,32.0,1841.0,-32.0,-32.0,32.0,64.0,1839.5,1839.5,-50.0,50.0,-50.0,,,,,,,,,1836.625,1838.9,1836.75,1836.625,1838.5625,1,-1
KELP,65000.0,"[2036.0, 2034.0, 2033.0, nan]","[1.0, 1.0, 26.0, nan]","[2037.0, nan, nan, nan]","[-27.0, nan, nan, nan]",2036.0,1.0,2037.0,-27.0,-27.0,28.0,55.0,2036.5,2035.036363636364,-50.0,50.0,45.0,,,,,,,,,2035.275,2035.1,2035.15,2035.275,2035.3125,-1,-1
RAINFOREST_RESIN,65000.0,"[9996.0, 9995.0, nan, nan]","[1.0, 26.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-5.0, -1.0, -26.0, nan]",9996.0,1.0,10002.0,-5.0,-32.0,27.0,59.0,9999.0,10000.169491525425,-50.0,50.0,43.0,,,,,,,,,9999.375,9999.8,9999.9,9999.375,9999.8625,1,1
SQUID_INK,65000.0,"[1841.0, 1839.0, nan, nan]","[1.0, 27.0, nan, nan]","[1842.0, nan, nan, nan]","[-27.0, nan, nan, nan]",1841.0,1.0,1842.0,-27.0,-27.0,28.0,55.0,1841.5,1840.509090909091,-50.0,50.0,-50.0,,,,,,,,,1836.9,1839.7,1837.65,1836.9,1838.5375,1,-1
KELP,65100.0,"[2034.0, 2033.0, nan, nan]","[1.0, 25.0, nan, nan]","[2037.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2034.0,1.0,2037.0,-26.0,-26.0,26.0,52.0,2035.5,2035.0192307692307,-50.0,50.0,44.0,,,,,,,,,2035.275,2035.2,2035.25,2035.275,2035.3125,-1,-1
RAINFOREST_RESIN,65100.0,"[9998.0, 9996.0, 9995.0, nan]","[10.0, 1.0, 25.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -25.0, nan, nan]",9998.0,10.0,10004.0,-1.0,-26.0,36.0,62.0,10001.0,9999.67741935484,-50.0,50.0,43.0,,,,,,,,,9999.6,10000.0,10000.1,9999.6,9999.8875,1,1
SQUID_INK,65100.0,"[1838.0, nan, nan, nan]","[26.0, nan, nan, nan]","[1841.0, nan, nan, nan]","[-26.0, nan, nan, nan]",1838.0,26.0,1841.0,-26.0,-26.0,26.0,52.0,1839.5,1839.5,-50.0,50.0,-50.0,,,,,,,,,1837.05,1840.1,1838.15,1837.05,1838.4625,1,-1
KELP,65200.0,"[2034.0, 2033.0, nan, nan]","[3.0, 28.0, nan, nan]","[2037.0, nan, nan, nan]","[-29.0, nan, nan, nan]",2034.0,3.0,2037.0,-29.0,-29.0,31.0,60.0,2035.5,2034.9833333333331,-50.0,50.0,44.0,,,,,,,,,2035.275,2035.3,2035.3,2035.275,2035.3125,1,-1
RAINFOREST_RESIN,65200.0,"[9996.0, 9995.0, nan, nan]","[1.0, 28.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-6.0, -1.0, -28.0, nan]",9996.0,1.0,10002.0,-6.0,-35.0,29.0,64.0,9999.0,10000.1875,-50.0,50.0,43.0,,,,,,,,,9999.55,9999.2,10000.0,9999.55,9999.825,-1,1
SQUID_INK,65200.0,"[1838.0, nan, nan, nan]","[31.0, nan, nan, nan]","[1841.0, nan, nan, nan]","[-29.0, nan, nan, nan]",1838.0,31.0,1841.0,-29.0,-29.0,31.0,60.0,1839.5,1839.45,-50.0,50.0,-50.0,,,,,,,,,1837.1,1839.9,1838.65,1837.1,1838.3875,1,1
