product,timestamp,bid_prices,bid_volumes,ask_prices,ask_volumes,best_bid,best_bid_volume,best_ask,best_ask_volume,total_ask_volume,total_bid_volume,total_volume,mid_price,weighted_mid_price,max_sell_position,max_buy_position,current_position,observation_plain_value,observation_bidPrice,observation_askPrice,observation_transportFees,observation_exportTariff,observation_importTariff,observation_sugarPrice,observation_sunlightIndex,order_quantity,order_price,order_revenue,fair_price,sma_16,sma_27,sma_cross16_27_signal,sma_cross16_27_mom28_0.0045_signal
KELP,39600.0,"[2029.0, nan, nan, nan]","[31.0, nan, nan, nan]","[2033.0, nan, nan, nan]","[-31.0, nan, nan, nan]",2029.0,31.0,2033.0,-31.0,-31.0,31.0,62.0,2031.0,2031.0,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,2031.2,,,,
RAINFOREST_RESIN,39600.0,"[9996.0, 9995.0, nan, nan]","[1.0, 30.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -30.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-31.0,31.0,62.0,10000.0,10000.0,-50.0,50.0,41.0,,,,,,,,,0.0,0.0,0.0,10000.125,,,,
SQUID_INK,39600.0,"[1957.0, nan, nan, nan]","[31.0, nan, nan, nan]","[1960.0, nan, nan, nan]","[-31.0, nan, nan, nan]",1957.0,31.0,1960.0,-31.0,-31.0,31.0,62.0,1958.5,1958.5,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1957.75,1958.462962962963,-1.0,-1.0
KELP,39700.0,"[2029.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2030.0, 2033.0, nan, nan]","[-6.0, -30.0, nan, nan]",2029.0,29.0,2030.0,-6.0,-36.0,29.0,65.0,2029.5,2030.9384615384615,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,2031.125,,,,
RAINFOREST_RESIN,39700.0,"[9996.0, 9995.0, nan, nan]","[1.0, 29.0, nan, nan]","[10000.0, 10004.0, 10005.0, nan]","[-6.0, -1.0, -29.0, nan]",9996.0,1.0,10000.0,-6.0,-36.0,30.0,66.0,9998.0,10000.0,-50.0,50.0,41.0,,,,,,,,,0.0,0.0,0.0,9999.85,,,,
SQUID_INK,39700.0,"[1957.0, nan, nan, nan]","[29.0, nan, nan, nan]","[1959.0, 1961.0, nan, nan]","[-6.0, -30.0, nan, nan]",1957.0,29.0,1959.0,-6.0,-36.0,29.0,65.0,1958.0,1959.0307692307692,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1957.875,1958.3333333333333,-1.0,-1.0
KELP,39800.0,"[2029.0, nan, nan, nan]","[24.0, nan, nan, nan]","[2032.0, nan, nan, nan]","[-24.0, nan, nan, nan]",2029.0,24.0,2032.0,-24.0,-24.0,24.0,48.0,2030.5,2030.5,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,2031.075,,,,
RAINFOREST_RESIN,39800.0,"[9996.0, 9995.0, nan, nan]","[2.0, 22.0, nan, nan]","[9998.0, 10004.0, 10005.0, nan]","[-1.0, -2.0, -22.0, nan]",9996.0,2.0,9998.0,-1.0,-25.0,24.0,49.0,9997.0,9999.959183673469,-50.0,50.0,41.0,,,,,,,,,1.0,9998.0,9998.0,9999.7,,,,
SQUID_INK,39800.0,"[1957.0, nan, nan, nan]","[24.0, nan, nan, nan]","[1960.0, nan, nan, nan]","[-24.0, nan, nan, nan]",1957.0,24.0,1960.0,-24.0,-24.0,24.0,48.0,1958.5,1958.5,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1958.0,1958.1666666666667,-1.0,-1.0
KELP,39900.0,"[2029.0, 2028.0, nan, nan]","[1.0, 28.0, nan, nan]","[2030.0, 2032.0, nan, nan]","[-7.0, -29.0, nan, nan]",2029.0,1.0,2030.0,-7.0,-36.0,29.0,65.0,2029.5,2030.0153846153846,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,2030.975,,,,
RAINFOREST_RESIN,39900.0,"[9998.0, 9996.0, 9995.0, nan]","[10.0, 1.0, 28.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -28.0, nan, nan]",9998.0,10.0,10004.0,-1.0,-29.0,39.0,68.0,10001.0,9999.70588235294,-50.0,50.0,42.0,,,,,,,,,0.0,0.0,0.0,9999.75,,,,
SQUID_INK,39900.0,"[1957.0, nan, nan, nan]","[29.0, nan, nan, nan]","[1959.0, 1960.0, nan, nan]","[-7.0, -29.0, nan, nan]",1957.0,29.0,1959.0,-7.0,-36.0,29.0,65.0,1958.0,1958.553846153846,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1958.09375,1958.0185185185185,1.0,-1.0
KELP,40000.0,"[2029.0, 2028.0, nan, nan]","[1.0, 25.0, nan, nan]","[2032.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2029.0,1.0,2032.0,-26.0,-26.0,26.0,52.0,2030.5,2030.0192307692307,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,2030.925,,,,
RAINFOREST_RESIN,40000.0,"[10002.0, 9996.0, 9995.0, nan]","[11.0, 1.0, 25.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -25.0, nan, nan]",10002.0,11.0,10004.0,-1.0,-26.0,37.0,63.0,10003.0,10000.349206349207,-50.0,50.0,42.0,,,,,,,,,-11.0,10002.0,-110022.0,9999.825,,,,
SQUID_INK,40000.0,"[1956.0, nan, nan, nan]","[26.0, nan, nan, nan]","[1959.0, nan, nan, nan]","[-26.0, nan, nan, nan]",1956.0,26.0,1959.0,-26.0,-26.0,26.0,52.0,1957.5,1957.5,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1958.03125,1958.0,1.0,-1.0
KELP,40100.0,"[2028.0, nan, nan, nan]","[30.0, nan, nan, nan]","[2030.0, 2032.0, nan, nan]","[-4.0, -30.0, nan, nan]",2028.0,30.0,2030.0,-4.0,-34.0,30.0,64.0,2029.0,2030.0,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,2030.825,,,,
RAINFOREST_RESIN,40100.0,"[9995.0, nan, nan, nan]","[30.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-30.0, nan, nan, nan]",9995.0,30.0,10005.0,-30.0,-30.0,30.0,60.0,10000.0,10000.0,-50.0,50.0,31.0,,,,,,,,,0.0,0.0,0.0,9999.775,,,,
SQUID_INK,40100.0,"[1954.0, nan, nan, nan]","[30.0, nan, nan, nan]","[1956.0, 1957.0, nan, nan]","[-4.0, -30.0, nan, nan]",1954.0,30.0,1956.0,-4.0,-34.0,30.0,64.0,1955.0,1955.53125,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1957.875,1957.8333333333333,1.0,-1.0
KELP,40200.0,"[2029.0, 2028.0, nan, nan]","[1.0, 24.0, nan, nan]","[2032.0, nan, nan, nan]","[-25.0, nan, nan, nan]",2029.0,1.0,2032.0,-25.0,-25.0,25.0,50.0,2030.5,2030.02,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,2030.775,,,,
RAINFOREST_RESIN,40200.0,"[9996.0, 9995.0, nan, nan]","[1.0, 24.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-7.0, -1.0, -24.0, nan]",9996.0,1.0,10002.0,-7.0,-32.0,25.0,57.0,9999.0,10000.245614035088,-50.0,50.0,31.0,,,,,,,,,0.0,0.0,0.0,9999.675,,,,
SQUID_INK,40200.0,"[1953.0, nan, nan, nan]","[25.0, nan, nan, nan]","[1956.0, nan, nan, nan]","[-25.0, nan, nan, nan]",1953.0,25.0,1956.0,-25.0,-25.0,25.0,50.0,1954.5,1954.5,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1957.71875,1957.6666666666667,1.0,-1.0
KELP,40300.0,"[2028.0, nan, nan, nan]","[30.0, nan, nan, nan]","[2032.0, nan, nan, nan]","[-30.0, nan, nan, nan]",2028.0,30.0,2032.0,-30.0,-30.0,30.0,60.0,2030.0,2030.0,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,2030.7,,,,
RAINFOREST_RESIN,40300.0,"[10002.0, 9996.0, 9995.0, nan]","[4.0, 1.0, 29.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -29.0, nan, nan]",10002.0,4.0,10004.0,-1.0,-30.0,34.0,64.0,10003.0,10000.125,-50.0,50.0,31.0,,,,,,,,,-4.0,10002.0,-40008.0,9999.825,,,,
SQUID_INK,40300.0,"[1954.0, 1953.0, nan, nan]","[1.0, 29.0, nan, nan]","[1957.0, nan, nan, nan]","[-30.0, nan, nan, nan]",1954.0,1.0,1957.0,-30.0,-30.0,30.0,60.0,1955.5,1955.0166666666667,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1957.65625,1957.5740740740741,1.0,-1.0
KELP,40400.0,"[2029.0, 2028.0, nan, nan]","[2.0, 23.0, nan, nan]","[2032.0, nan, nan, nan]","[-25.0, nan, nan, nan]",2029.0,2.0,2032.0,-25.0,-25.0,25.0,50.0,2030.5,2030.04,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,2030.65,,,,
RAINFOREST_RESIN,40400.0,"[9996.0, 9995.0, nan, nan]","[2.0, 23.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -23.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-25.0,25.0,50.0,10000.0,10000.0,-50.0,50.0,27.0,,,,,,,,,0.0,0.0,0.0,9999.825,,,,
SQUID_INK,40400.0,"[1950.0, nan, nan, nan]","[25.0, nan, nan, nan]","[1954.0, nan, nan, nan]","[-25.0, nan, nan, nan]",1950.0,25.0,1954.0,-25.0,-25.0,25.0,50.0,1952.0,1952.0,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1957.34375,1957.3333333333333,1.0,-1.0
KELP,40500.0,"[2029.0, nan, nan, nan]","[22.0, nan, nan, nan]","[2032.0, nan, nan, nan]","[-22.0, nan, nan, nan]",2029.0,22.0,2032.0,-22.0,-22.0,22.0,44.0,2030.5,2030.5,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,2030.6,,,,
RAINFOREST_RESIN,40500.0,"[9996.0, 9995.0, nan, nan]","[1.0, 21.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -21.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-22.0,22.0,44.0,10000.0,10000.0,-50.0,50.0,27.0,,,,,,,,,0.0,0.0,0.0,9999.825,,,,
SQUID_INK,40500.0,"[1949.0, nan, nan, nan]","[22.0, nan, nan, nan]","[1952.0, nan, nan, nan]","[-22.0, nan, nan, nan]",1949.0,22.0,1952.0,-22.0,-22.0,22.0,44.0,1950.5,1950.5,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1956.78125,1957.037037037037,-1.0,-1.0
KELP,40600.0,"[2029.0, nan, nan, nan]","[28.0, nan, nan, nan]","[2032.0, nan, nan, nan]","[-28.0, nan, nan, nan]",2029.0,28.0,2032.0,-28.0,-28.0,28.0,56.0,2030.5,2030.5,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,2030.55,,,,
RAINFOREST_RESIN,40600.0,"[10002.0, 9995.0, nan, nan]","[1.0, 28.0, nan, nan]","[10005.0, nan, nan, nan]","[-28.0, nan, nan, nan]",10002.0,1.0,10005.0,-28.0,-28.0,29.0,57.0,10003.5,10000.035087719298,-50.0,50.0,27.0,,,,,,,,,-1.0,10002.0,-10002.0,9999.85,,,,
SQUID_INK,40600.0,"[1947.0, nan, nan, nan]","[28.0, nan, nan, nan]","[1950.0, nan, nan, nan]","[-28.0, nan, nan, nan]",1947.0,28.0,1950.0,-28.0,-28.0,28.0,56.0,1948.5,1948.5,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1956.21875,1956.6666666666667,-1.0,-1.0
KELP,40700.0,"[2031.0, 2029.0, nan, nan]","[1.0, 36.0, nan, nan]","[2032.0, nan, nan, nan]","[-30.0, nan, nan, nan]",2031.0,1.0,2032.0,-30.0,-30.0,37.0,67.0,2031.5,2030.3731343283582,-50.0,50.0,50.0,,,,,,,,,-1.0,2031.0,-2031.0,2030.55,,,,
RAINFOREST_RESIN,40700.0,"[9998.0, 9996.0, 9995.0, nan]","[10.0, 1.0, 29.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -29.0, nan, nan]",9998.0,10.0,10004.0,-1.0,-30.0,40.0,70.0,10001.0,9999.714285714286,-50.0,50.0,26.0,,,,,,,,,0.0,0.0,0.0,9999.9,,,,
SQUID_INK,40700.0,"[1949.0, 1948.0, 1947.0, nan]","[1.0, 6.0, 30.0, nan]","[1950.0, 1951.0, nan, nan]","[-1.0, -29.0, nan, nan]",1949.0,1.0,1950.0,-1.0,-30.0,37.0,67.0,1949.5,1948.8955223880596,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1955.59375,1956.351851851852,-1.0,-1.0
KELP,40800.0,"[2029.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2032.0, nan, nan, nan]","[-21.0, nan, nan, nan]",2029.0,21.0,2032.0,-21.0,-21.0,21.0,42.0,2030.5,2030.5,-50.0,50.0,49.0,,,,,,,,,0.0,0.0,0.0,2030.525,,,,
RAINFOREST_RESIN,40800.0,"[9995.0, nan, nan, nan]","[21.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-21.0, nan, nan, nan]",9995.0,21.0,10005.0,-21.0,-21.0,21.0,42.0,10000.0,10000.0,-50.0,50.0,26.0,,,,,,,,,0.0,0.0,0.0,9999.9,,,,
SQUID_INK,40800.0,"[1947.0, nan, nan, nan]","[21.0, nan, nan, nan]","[1950.0, nan, nan, nan]","[-21.0, nan, nan, nan]",1947.0,21.0,1950.0,-21.0,-21.0,21.0,42.0,1948.5,1948.5,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1954.96875,1956.0740740740741,-1.0,-1.0
KELP,40900.0,"[2029.0, 2028.0, nan, nan]","[3.0, 25.0, nan, nan]","[2032.0, nan, nan, nan]","[-25.0, nan, nan, nan]",2029.0,3.0,2032.0,-25.0,-25.0,28.0,53.0,2030.5,2029.9433962264152,-50.0,50.0,49.0,,,,,,,,,0.0,0.0,0.0,2030.475,,,,
RAINFOREST_RESIN,40900.0,"[9998.0, 9995.0, nan, nan]","[2.0, 25.0, nan, nan]","[10005.0, nan, nan, nan]","[-25.0, nan, nan, nan]",9998.0,2.0,10005.0,-25.0,-25.0,27.0,52.0,10001.5,9999.923076923076,-50.0,50.0,26.0,,,,,,,,,0.0,0.0,0.0,9999.975,,,,
SQUID_INK,40900.0,"[1947.0, nan, nan, nan]","[28.0, nan, nan, nan]","[1950.0, nan, nan, nan]","[-25.0, nan, nan, nan]",1947.0,28.0,1950.0,-25.0,-25.0,28.0,53.0,1948.5,1948.4150943396226,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1954.34375,1955.7777777777778,-1.0,-1.0
KELP,41000.0,"[2029.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2030.0, 2031.0, 2032.0, nan]","[-2.0, -7.0, -21.0, nan]",2029.0,21.0,2030.0,-2.0,-30.0,21.0,51.0,2029.5,2030.549019607843,-50.0,50.0,49.0,,,,,,,,,1.0,2030.0,2030.0,2030.425,,,,
RAINFOREST_RESIN,41000.0,"[9998.0, 9996.0, 9995.0, nan]","[10.0, 1.0, 20.0, nan]","[10000.0, 10004.0, 10005.0, nan]","[-2.0, -1.0, -20.0, nan]",9998.0,10.0,10000.0,-2.0,-23.0,31.0,54.0,9999.0,9999.62962962963,-50.0,50.0,26.0,,,,,,,,,2.0,10000.0,20000.0,10000.025,,,,
SQUID_INK,41000.0,"[1945.0, nan, nan, nan]","[21.0, nan, nan, nan]","[1946.0, 1947.0, 1948.0, nan]","[-2.0, -7.0, -21.0, nan]",1945.0,21.0,1946.0,-2.0,-30.0,21.0,51.0,1945.5,1946.549019607843,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1953.46875,1955.3703703703704,-1.0,-1.0
KELP,41100.0,"[2029.0, nan, nan, nan]","[25.0, nan, nan, nan]","[2032.0, nan, nan, nan]","[-25.0, nan, nan, nan]",2029.0,25.0,2032.0,-25.0,-25.0,25.0,50.0,2030.5,2030.5,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,2030.375,,,,
RAINFOREST_RESIN,41100.0,"[9996.0, 9995.0, nan, nan]","[2.0, 23.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -23.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-25.0,25.0,50.0,10000.0,10000.0,-50.0,50.0,28.0,,,,,,,,,0.0,0.0,0.0,10000.175,,,,
SQUID_INK,41100.0,"[1941.0, nan, nan, nan]","[25.0, nan, nan, nan]","[1945.0, nan, nan, nan]","[-25.0, nan, nan, nan]",1941.0,25.0,1945.0,-25.0,-25.0,25.0,50.0,1943.0,1943.0,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1952.59375,1954.7962962962963,-1.0,-1.0
KELP,41200.0,"[2029.0, nan, nan, nan]","[20.0, nan, nan, nan]","[2032.0, nan, nan, nan]","[-20.0, nan, nan, nan]",2029.0,20.0,2032.0,-20.0,-20.0,20.0,40.0,2030.5,2030.5,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,2030.375,,,,
RAINFOREST_RESIN,41200.0,"[9995.0, nan, nan, nan]","[20.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-20.0, nan, nan, nan]",9995.0,20.0,10005.0,-20.0,-20.0,20.0,40.0,10000.0,10000.0,-50.0,50.0,28.0,,,,,,,,,0.0,0.0,0.0,10000.3,,,,
SQUID_INK,41200.0,"[1942.0, nan, nan, nan]","[20.0, nan, nan, nan]","[1946.0, nan, nan, nan]","[-20.0, nan, nan, nan]",1942.0,20.0,1946.0,-20.0,-20.0,20.0,40.0,1944.0,1944.0,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1951.6875,1954.2962962962963,-1.0,-1.0
KELP,41300.0,"[2030.0, 2029.0, nan, nan]","[8.0, 27.0, nan, nan]","[2033.0, nan, nan, nan]","[-27.0, nan, nan, nan]",2030.0,8.0,2033.0,-27.0,-27.0,35.0,62.0,2031.5,2030.8709677419354,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,2030.375,,,,
RAINFOREST_RESIN,41300.0,"[9995.0, nan, nan, nan]","[27.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-27.0, nan, nan, nan]",9995.0,27.0,10005.0,-27.0,-27.0,27.0,54.0,10000.0,10000.0,-50.0,50.0,28.0,,,,,,,,,0.0,0.0,0.0,10000.3,,,,
SQUID_INK,41300.0,"[1943.0, 1942.0, nan, nan]","[8.0, 27.0, nan, nan]","[1946.0, nan, nan, nan]","[-27.0, nan, nan, nan]",1943.0,8.0,1946.0,-27.0,-27.0,35.0,62.0,1944.5,1943.8709677419354,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1950.84375,1953.8333333333333,-1.0,-1.0
KELP,41400.0,"[2029.0, nan, nan, nan]","[30.0, nan, nan, nan]","[2032.0, 2033.0, nan, nan]","[-1.0, -29.0, nan, nan]",2029.0,30.0,2032.0,-1.0,-30.0,30.0,60.0,2030.5,2030.9833333333333,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,2030.35,,,,
RAINFOREST_RESIN,41400.0,"[9996.0, 9995.0, nan, nan]","[1.0, 29.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -29.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-30.0,30.0,60.0,10000.0,10000.0,-50.0,50.0,28.0,,,,,,,,,0.0,0.0,0.0,10000.3,,,,
SQUID_INK,41400.0,"[1938.0, nan, nan, nan]","[30.0, nan, nan, nan]","[1941.0, nan, nan, nan]","[-30.0, nan, nan, nan]",1938.0,30.0,1941.0,-30.0,-30.0,30.0,60.0,1939.5,1939.5,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1949.65625,1953.2037037037037,-1.0,-1.0
KELP,41500.0,"[2030.0, 2029.0, nan, nan]","[7.0, 31.0, nan, nan]","[2033.0, nan, nan, nan]","[-31.0, nan, nan, nan]",2030.0,7.0,2033.0,-31.0,-31.0,38.0,69.0,2031.5,2030.8985507246377,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,2030.425,,,,
RAINFOREST_RESIN,41500.0,"[9996.0, 9995.0, nan, nan]","[2.0, 29.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -29.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-31.0,31.0,62.0,10000.0,10000.0,-50.0,50.0,28.0,,,,,,,,,0.0,0.0,0.0,10000.3,,,,
SQUID_INK,41500.0,"[1941.0, nan, nan, nan]","[38.0, nan, nan, nan]","[1944.0, nan, nan, nan]","[-31.0, nan, nan, nan]",1941.0,38.0,1944.0,-31.0,-31.0,38.0,69.0,1942.5,1942.3478260869565,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1948.6875,1952.6666666666667,-1.0,-1.0
KELP,41600.0,"[2029.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2032.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2029.0,26.0,2032.0,-26.0,-26.0,26.0,52.0,2030.5,2030.5,-50.0,50.0,50.0,,,,,,,,,0.0,0.0,0.0,2030.4,,,,
RAINFOREST_RESIN,41600.0,"[9995.0, nan, nan, nan]","[26.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-26.0, nan, nan, nan]",9995.0,26.0,10005.0,-26.0,-26.0,26.0,52.0,10000.0,10000.0,-50.0,50.0,28.0,,,,,,,,,0.0,0.0,0.0,10000.3,,,,
SQUID_INK,41600.0,"[1940.0, nan, nan, nan]","[26.0, nan, nan, nan]","[1943.0, nan, nan, nan]","[-26.0, nan, nan, nan]",1940.0,26.0,1943.0,-26.0,-26.0,26.0,52.0,1941.5,1941.5,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1947.6875,1952.0,-1.0,-1.0
KELP,41700.0,"[2031.0, 2029.0, nan, nan]","[2.0, 23.0, nan, nan]","[2032.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2031.0,2.0,2032.0,-23.0,-23.0,25.0,48.0,2031.5,2030.5208333333333,-50.0,50.0,50.0,,,,,,,,,-2.0,2031.0,-4062.0,2030.5,,,,
RAINFOREST_RESIN,41700.0,"[9995.0, nan, nan, nan]","[23.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-23.0, nan, nan, nan]",9995.0,23.0,10005.0,-23.0,-23.0,23.0,46.0,10000.0,10000.0,-50.0,50.0,28.0,,,,,,,,,0.0,0.0,0.0,10000.4,,,,
SQUID_INK,41700.0,"[1944.0, 1942.0, nan, nan]","[2.0, 23.0, nan, nan]","[1945.0, nan, nan, nan]","[-23.0, nan, nan, nan]",1944.0,2.0,1945.0,-23.0,-23.0,25.0,48.0,1944.5,1943.5208333333333,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1947.03125,1951.5185185185185,-1.0,-1.0
KELP,41800.0,"[2029.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2032.0, nan, nan, nan]","[-22.0, nan, nan, nan]",2029.0,21.0,2032.0,-22.0,-22.0,21.0,43.0,2030.5,2030.5348837209303,-50.0,50.0,48.0,,,,,,,,,0.0,0.0,0.0,2030.5,,,,
RAINFOREST_RESIN,41800.0,"[9996.0, 9995.0, nan, nan]","[1.0, 21.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -21.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-22.0,22.0,44.0,10000.0,10000.0,-50.0,50.0,28.0,,,,,,,,,0.0,0.0,0.0,10000.55,,,,
SQUID_INK,41800.0,"[1944.0, nan, nan, nan]","[21.0, nan, nan, nan]","[1947.0, nan, nan, nan]","[-22.0, nan, nan, nan]",1944.0,21.0,1947.0,-22.0,-22.0,21.0,43.0,1945.5,1945.5348837209303,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1946.46875,1951.0,-1.0,-1.0
KELP,41900.0,"[2028.0, nan, nan, nan]","[28.0, nan, nan, nan]","[2032.0, nan, nan, nan]","[-28.0, nan, nan, nan]",2028.0,28.0,2032.0,-28.0,-28.0,28.0,56.0,2030.0,2030.0,-50.0,50.0,48.0,,,,,,,,,0.0,0.0,0.0,2030.525,,,,
RAINFOREST_RESIN,41900.0,"[9995.0, nan, nan, nan]","[28.0, nan, nan, nan]","[10002.0, 10005.0, nan, nan]","[-8.0, -28.0, nan, nan]",9995.0,28.0,10002.0,-8.0,-36.0,28.0,64.0,9998.5,10000.25,-50.0,50.0,28.0,,,,,,,,,0.0,0.0,0.0,10000.425,,,,
SQUID_INK,41900.0,"[1943.0, nan, nan, nan]","[28.0, nan, nan, nan]","[1947.0, nan, nan, nan]","[-28.0, nan, nan, nan]",1943.0,28.0,1947.0,-28.0,-28.0,28.0,56.0,1945.0,1945.0,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1945.8125,1950.5,-1.0,-1.0
KELP,42000.0,"[2029.0, 2028.0, nan, nan]","[1.0, 27.0, nan, nan]","[2032.0, nan, nan, nan]","[-28.0, nan, nan, nan]",2029.0,1.0,2032.0,-28.0,-28.0,28.0,56.0,2030.5,2030.017857142857,-50.0,50.0,48.0,,,,,,,,,0.0,0.0,0.0,2030.525,,,,
RAINFOREST_RESIN,42000.0,"[9996.0, 9995.0, nan, nan]","[1.0, 27.0, nan, nan]","[9998.0, 10004.0, 10005.0, nan]","[-1.0, -1.0, -27.0, nan]",9996.0,1.0,9998.0,-1.0,-29.0,28.0,57.0,9997.0,9999.964912280702,-50.0,50.0,28.0,,,,,,,,,1.0,9998.0,9998.0,10000.125,,,,
SQUID_INK,42000.0,"[1945.0, nan, nan, nan]","[28.0, nan, nan, nan]","[1948.0, 1949.0, nan, nan]","[-1.0, -27.0, nan, nan]",1945.0,28.0,1948.0,-1.0,-28.0,28.0,56.0,1946.5,1946.982142857143,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1945.46875,1950.0555555555557,-1.0,-1.0
KELP,42100.0,"[2029.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2032.0, nan, nan, nan]","[-22.0, nan, nan, nan]",2029.0,29.0,2032.0,-22.0,-22.0,29.0,51.0,2030.5,2030.2941176470588,-50.0,50.0,48.0,,,,,,,,,0.0,0.0,0.0,2030.6,,,,
RAINFOREST_RESIN,42100.0,"[10002.0, 9995.0, nan, nan]","[2.0, 22.0, nan, nan]","[10005.0, nan, nan, nan]","[-22.0, nan, nan, nan]",10002.0,2.0,10005.0,-22.0,-22.0,24.0,46.0,10003.5,10000.08695652174,-50.0,50.0,29.0,,,,,,,,,-2.0,10002.0,-20004.0,10000.3,,,,
SQUID_INK,42100.0,"[1948.0, 1947.0, nan, nan]","[7.0, 22.0, nan, nan]","[1951.0, nan, nan, nan]","[-22.0, nan, nan, nan]",1948.0,7.0,1951.0,-22.0,-22.0,29.0,51.0,1949.5,1948.862745098039,-50.0,50.0,-50.0,,,,,,,,,0.0,0.0,0.0,,1945.40625,1949.6851851851852,-1.0,-1.0
KELP,42200.0,"[2029.0, nan, nan, nan]","[22.0, nan, nan, nan]","[2032.0, nan, nan, nan]","[-22.0, nan, nan, nan]",2029.0,22.0,2032.0,-22.0,-22.0,22.0,44.0,2030.5,2030.5,-50.0,50.0,48.0,,,,,,,,,0.0,0.0,0.0,2030.6,,,,
